"chr"	"start"	"end"	"strand"	"name"
"16231"	"chr6"	128520173	128521174	"-"	"PTPRK"
"16232"	"chr5"	128537512	128538513	"+"	"SLC27A6"
"16233"	"chr9"	128552057	128553058	"+"	"SPTAN1"
"16234"	"chr11"	128587057	128588058	"-"	"ETS1"
"16235"	"chr9"	128656286	128657287	"-"	"WDR34"
"16236"	"chr5"	128658684	128659685	"-"	"FBN2"
"16237"	"chr7"	128671765	128672766	"+"	"FAM71F2"
"16238"	"chr3"	128680574	128681575	"-"	"RPN1"
"16239"	"chr9"	128682923	128683924	"+"	"SET"
"16240"	"chr11"	128686034	128687035	"+"	"FLI1"
"16241"	"chr9"	128702022	128703023	"+"	"PKN3"
"16242"	"chr7"	128708560	128709561	"+"	"FAM71F1"
"16243"	"chr9"	128723626	128724627	"-"	"ZDHHC12"
"16244"	"chr3"	128725621	128726622	"+"	"RAB7A"
"16245"	"chr7"	128738791	128739792	"+"	"CALU"
"16246"	"chr9"	128771913	128772914	"-"	"ZER1"
"16247"	"chr7"	128775289	128776290	"-"	"OPN1SW"
"16248"	"chr9"	128786703	128787704	"+"	"TBC1D13"
"16249"	"chr7"	128790256	128791257	"+"	"CCDC136"
"16250"	"chr4"	128809122	128810123	"+"	"JADE1"
"16251"	"chr9"	128817973	128818974	"+"	"ENDOG"
"16252"	"chr12"	128823482	128824483	"-"	"SLC15A4"
"16253"	"chr9"	128829320	128830321	"-"	"SPOUT1"
"16254"	"chr7"	128829876	128830877	"+"	"FLNC"
"16255"	"chr12"	128852926	128853927	"+"	"GLT1D1"
"16256"	"chr7"	128862325	128863326	"+"	"ATP6V1F"
"16257"	"chr7"	128865807	128866808	"+"	"RP11-309L24.4"
"16258"	"chr11"	128866872	128867873	"-"	"KCNJ1"
"16259"	"chr3"	128879095	128880096	"+"	"ACAD9"
"16260"	"chr9"	128881611	128882612	"+"	"LRRC8A"
"16261"	"chr9"	128881993	128882994	"-"	"KYAT1"
"16262"	"chr6"	128882640	128883641	"+"	"LAMA2"
"16263"	"chr11"	128890855	128891856	"+"	"KCNJ5"
"16264"	"chr11"	128905534	128906535	"-"	"C11orf45"
"16265"	"chr7"	128910218	128911219	"-"	"KCP"
"16266"	"chr9"	128920394	128921395	"+"	"PHYHD1"
"16267"	"chr7"	128937111	128938112	"+"	"IRF5"
"16268"	"chr9"	128940977	128941978	"+"	"RP11-101E3.5"
"16269"	"chr11"	128942898	128943899	"-"	"TP53AIP1"
"16270"	"chr9"	128947118	128948119	"-"	"DOLK"
"16271"	"chr9"	128947198	128948199	"+"	"NUP188"
"16272"	"chr3"	128970829	128971830	"-"	"RP11-723O4.6"
"16273"	"chr3"	129001128	129002129	"+"	"EFCC1"
"16274"	"chr3"	129002189	129003190	"-"	"KIAA1257"
"16275"	"chr9"	129027802	129028803	"-"	"SH3GLB2"
"16276"	"chr9"	129036120	129037121	"+"	"MIGA2"
"16277"	"chr7"	129054672	129055673	"-"	"TNPO3"
"16278"	"chr3"	129060266	129061267	"+"	"GP9"
"16279"	"chr9"	129080599	129081600	"+"	"DOLPP1"
"16280"	"chr4"	129092816	129093817	"+"	"C4orf33"
"16281"	"chr4"	129093106	129094107	"-"	"SCLT1"
"16282"	"chr5"	129094250	129095251	"+"	"ISOC1"
"16283"	"chr9"	129110449	129111450	"+"	"PTPA"
"16284"	"chr9"	129110688	129111689	"-"	"CRAT"
"16285"	"chr3"	129122300	129123301	"-"	"RAB43"
"16286"	"chr7"	129126017	129127018	"+"	"RP11-286H14.4"
"16287"	"chr7"	129144391	129145392	"+"	"TSPAN33"
"16288"	"chr3"	129160535	129161536	"-"	"ISY1-RAB43"
"16289"	"chr3"	129160792	129161793	"-"	"ISY1"
"16290"	"chr9"	129177761	129178762	"-"	"IER5L"
"16291"	"chr3"	129183421	129184422	"-"	"CNBP"
"16292"	"chr7"	129188371	129189372	"+"	"SMO"
"16293"	"chr7"	129224522	129225523	"+"	"AHCYL2"
"16294"	"chr3"	129249105	129250106	"+"	"COPG1"
"16295"	"chr3"	129278327	129279328	"+"	"HMCES"
"16296"	"chr11"	129278823	129279824	"-"	"ARHGAP32"
"16297"	"chr3"	129315776	129316777	"-"	"H1FX"
"16298"	"chr11"	129375439	129376440	"+"	"BARX2"
"16299"	"chr3"	129428150	129429151	"-"	"EFCAB12"
"16300"	"chr7"	129433932	129434933	"+"	"STRIP2"
"16301"	"chr3"	129439535	129440536	"+"	"IFT122"
"16302"	"chr3"	129439678	129440679	"-"	"MBD4"
"16303"	"chr5"	129459764	129460765	"+"	"ADAMTS19"
"16304"	"chr10"	129466683	129467684	"+"	"MGMT"
"16305"	"chr7"	129501978	129502979	"+"	"SMKR1"
"16306"	"chrX"	129522999	129524000	"-"	"SMARCA1"
"16307"	"chr3"	129528139	129529140	"+"	"RHO"
"16308"	"chrX"	129539348	129540349	"+"	"OCRL"
"16309"	"chr3"	129542713	129543714	"+"	"H1FOO"
"16310"	"chr3"	129606317	129607318	"-"	"PLXND1"
"16311"	"chr9"	129608383	129609384	"+"	"NTMT1"
"16312"	"chr7"	129611213	129612214	"+"	"NRF1"
"16313"	"chr9"	129620275	129621276	"-"	"C9orf50"
"16314"	"chr9"	129641668	129642669	"-"	"ASB6"
"16315"	"chrX"	129654436	129655437	"-"	"APLN"
"16316"	"chr9"	129665140	129666141	"+"	"PRRX2"
"16317"	"chr6"	129709724	129710725	"-"	"ARHGAP18"
"16318"	"chrX"	129738473	129739474	"+"	"XPNPEP2"
"16319"	"chr5"	129747578	129748579	"+"	"KIAA1024L"
"16320"	"chr9"	129752546	129753547	"-"	"PTGES"
"16321"	"chrX"	129779478	129780479	"+"	"SASH3"
"16322"	"chr8"	129786387	129787388	"-"	"GSDMC"
"16323"	"chr9"	129802652	129803653	"+"	"TOR1B"
"16324"	"chr11"	129815318	129816319	"+"	"TMEM45B"
"16325"	"chr9"	129823633	129824634	"-"	"TOR1A"
"16326"	"chr9"	129834197	129835198	"+"	"USP20"
"16327"	"chr9"	129835362	129836363	"-"	"C9orf78"
"16328"	"chrX"	129843408	129844409	"-"	"ZDHHC9"
"16329"	"chr6"	129861046	129862047	"-"	"TMEM244"
"16330"	"chr3"	129893075	129894076	"-"	"TMCC1"
"16331"	"chr11"	129895089	129896090	"-"	"NFRKB"
"16332"	"chr12"	129903165	129904166	"-"	"TMEM132D"
"16333"	"chr5"	129903971	129904972	"+"	"CHSY3"
"16334"	"chrX"	129905620	129906621	"+"	"UTP14A"
"16335"	"chr7"	129952448	129953449	"-"	"UBE2H"
"16336"	"chr10"	129963340	129964341	"-"	"EBF3"
"16337"	"chr3"	129973804	129974805	"+"	"TRH"
"16338"	"chr2"	129979163	129980164	"+"	"RAB6C"
"16339"	"chrX"	129980606	129981607	"+"	"BCORL1"
"16340"	"chr11"	130002334	130003335	"-"	"PRDM10"
"16341"	"chr6"	130013198	130014199	"+"	"L3MBTL3"
"16342"	"chr8"	130016628	130017629	"-"	"FAM49B"
"16343"	"chr9"	130042693	130043694	"-"	"FNBP1"
"16344"	"chr7"	130050950	130051951	"-"	"ZC3HC1"
"16345"	"chr9"	130052925	130053926	"+"	"GPR107"
"16346"	"chr11"	130069336	130070337	"+"	"APLP2"
"16347"	"chr7"	130070009	130071010	"+"	"KLHDC10"
"16348"	"chr3"	130081330	130082331	"+"	"ALG1L2"
"16349"	"chrX"	130110215	130111216	"-"	"ELF4"
"16350"	"chr10"	130110316	130111317	"-"	"LINC00959"
"16351"	"chr2"	130128721	130129722	"-"	"POTEF"
"16352"	"chr10"	130135898	130136899	"+"	"GLRX3"
"16353"	"chr2"	130144633	130145634	"-"	"CCDC74B"
"16354"	"chr11"	130159061	130160062	"+"	"ST14"
"16355"	"chr12"	130161958	130162959	"+"	"FZD10"
"16356"	"chrX"	130165386	130166387	"-"	"AIFM1"
"16357"	"chrX"	130171148	130172149	"+"	"RAB33A"
"16358"	"chr9"	130172077	130173078	"+"	"NCS1"
"16359"	"chr2"	130181236	130182237	"+"	"MZT2B"
"16360"	"chr2"	130182249	130183250	"-"	"SMPD4"
"16361"	"chr2"	130197960	130198961	"-"	"TUBA3E"
"16362"	"chr7"	130207269	130208270	"-"	"TMEM209"
"16363"	"chr7"	130207359	130208360	"+"	"SSMEM1"
"16364"	"chr9"	130265381	130266382	"+"	"HMCN2"
"16365"	"chr7"	130266326	130267327	"+"	"CPA2"
"16366"	"chrX"	130268398	130269399	"-"	"ZNF280C"
"16367"	"chr7"	130292633	130293634	"+"	"CPA4"
"16368"	"chr11"	130314185	130315186	"-"	"ZBTB44"
"16369"	"chr12"	130337386	130338387	"+"	"PIWIL1"
"16370"	"chrX"	130339387	130340388	"+"	"SLC25A14"
"16371"	"chr2"	130341724	130342725	"+"	"IMP4"
"16372"	"chr2"	130341848	130342849	"-"	"CCDC115"
"16373"	"chr7"	130344315	130345316	"+"	"CPA5"
"16374"	"chr3"	130345015	130346016	"+"	"COL6A5"
"16375"	"chr2"	130355506	130356507	"+"	"PTPN18"
"16376"	"chr6"	130364924	130365925	"-"	"SAMD3"
"16377"	"chr6"	130365233	130366234	"+"	"TMEM200A"
"16378"	"chr7"	130379838	130380839	"+"	"CPA1"
"16379"	"chrX"	130384946	130385947	"-"	"GPR119"
"16380"	"chrX"	130401468	130402469	"+"	"RBMX2"
"16381"	"chr11"	130428492	130429493	"-"	"ADAMTS8"
"16382"	"chr7"	130441932	130442933	"-"	"CEP41"
"16383"	"chr8"	130443159	130444160	"-"	"ASAP1"
"16384"	"chr9"	130444428	130445429	"+"	"ASS1"
"16385"	"chr11"	130448473	130449474	"+"	"ADAMTS15"
"16386"	"chr7"	130485670	130486671	"+"	"MEST"
"16387"	"chr2"	130509165	130510166	"-"	"POTEI"
"16388"	"chr12"	130517416	130518417	"-"	"RIMBP2"
"16389"	"chr2"	130520696	130521697	"+"	"CFC1B"
"16390"	"chr2"	130549382	130550383	"-"	"AC013269.5"
"16391"	"chr3"	130559833	130560834	"+"	"COL6A6"
"16392"	"chr2"	130570328	130571329	"+"	"TISP43"
"16393"	"chr9"	130578464	130579465	"+"	"FUBP3"
"16394"	"chr2"	130599074	130600075	"-"	"CFC1"
"16395"	"chr2"	130610980	130611981	"+"	"POTEJ"
"16396"	"chr9"	130664093	130665094	"+"	"PRDM12"
"16397"	"chr7"	130668247	130669248	"-"	"COPG2"
"16398"	"chr7"	130686931	130687932	"-"	"TSGA13"
"16399"	"chr9"	130693220	130694221	"+"	"EXOSC2"
"16400"	"chr9"	130713445	130714446	"+"	"ABL1"
"16401"	"chr2"	130728569	130729570	"+"	"GPR148"
"16402"	"chr7"	130733560	130734561	"-"	"KLF14"
"16403"	"chr3"	130746328	130747329	"-"	"PIK3R4"
"16404"	"chr2"	130754934	130755935	"+"	"AMER3"
"16405"	"chr6"	130826905	130827906	"+"	"SMLR1"
"16406"	"chr2"	130836415	130837416	"+"	"ARHGEF4"
"16407"	"chr12"	130838765	130839766	"-"	"STX2"
"16408"	"chr3"	130850094	130851095	"+"	"ATP2C1"
"16409"	"chr12"	130871378	130872379	"+"	"RAN"
"16410"	"chr9"	130896311	130897312	"-"	"QRFP"
"16411"	"chrX"	130902816	130903817	"-"	"ENOX2"
"16412"	"chr11"	130916008	130917009	"-"	"SNX19"
"16413"	"chr9"	130938785	130939786	"-"	"FIBCD1"
"16414"	"chr12"	130953406	130954407	"+"	"ADGRD1"
"16415"	"chr9"	131008581	131009582	"+"	"LAMC3"
"16416"	"chr3"	131026349	131027350	"+"	"NEK11"
"16417"	"chr3"	131027148	131028149	"-"	"ASTE1"
"16418"	"chr2"	131034591	131035592	"+"	"AC009477.8"
"16419"	"chr8"	131041925	131042926	"-"	"ADCY8"
"16420"	"chrX"	131057741	131058742	"+"	"ARHGAP36"
"16421"	"chr6"	131062821	131063822	"-"	"EPB41L2"
"16422"	"chr2"	131092959	131093960	"-"	"FAM168B"
"16423"	"chr9"	131095975	131096976	"+"	"AIF1L"
"16424"	"chr2"	131104346	131105347	"+"	"PLEKHB2"
"16425"	"chr7"	131109595	131110596	"+"	"MKLN1"
"16426"	"chr9"	131125060	131126061	"+"	"NUP214"
"16427"	"chr6"	131135165	131136166	"+"	"AKAP7"
"16428"	"chr5"	131170309	131171310	"+"	"LYRM7"
"16429"	"chr5"	131171234	131172235	"-"	"HINT1"
"16430"	"chr2"	131217566	131218567	"+"	"POTEE"
"16431"	"chr5"	131244992	131245993	"+"	"CDC42SE2"
"16432"	"chr9"	131276046	131277047	"-"	"FAM78A"
"16433"	"chr9"	131289193	131290194	"+"	"PLPP7"
"16434"	"chr10"	131311220	131312221	"-"	"TCERG1L"
"16435"	"chr2"	131363641	131364642	"-"	"WTH3DI"
"16436"	"chr11"	131369977	131370978	"+"	"NTM"
"16437"	"chr3"	131381170	131382171	"+"	"NUDT16"
"16438"	"chr9"	131393592	131394593	"+"	"PRRC2B"
"16439"	"chr2"	131475592	131476593	"+"	"TUBA3D"
"16440"	"chr2"	131492242	131493243	"-"	"MZT2A"
"16441"	"chr9"	131502401	131503402	"+"	"POMT1"
"16442"	"chr3"	131502482	131503483	"-"	"MRPL3"
"16443"	"chr2"	131527174	131528175	"+"	"CCDC74A"
"16444"	"chr9"	131530767	131531768	"-"	"UCK1"
"16445"	"chrX"	131543573	131544574	"+"	"OR13H1"
"16446"	"chr9"	131545013	131546014	"+"	"RP11-40A7.2"
"16447"	"chr7"	131557716	131558717	"-"	"PODXL"
"16448"	"chr6"	131572643	131573644	"+"	"ARG1"
"16449"	"chrX"	131578398	131579399	"-"	"IGSF1"
"16450"	"chr6"	131627728	131628729	"-"	"MED23"
"16451"	"chr6"	131627941	131628942	"+"	"ENPP3"
"16452"	"chr5"	131634735	131635736	"-"	"RAPGEF6"
"16453"	"chr6"	131700900	131701901	"-"	"OR2A4"
"16454"	"chr6"	131710516	131711517	"-"	"CTAGE9"
"16455"	"chr12"	131710580	131711581	"+"	"SFSWAP"
"16456"	"chr9"	131739573	131740574	"-"	"RAPGEF1"
"16457"	"chr5"	131796482	131797483	"-"	"CTC-432M15.3"
"16458"	"chr5"	131796562	131797563	"-"	"FNIP1"
"16459"	"chr6"	131807515	131808516	"+"	"ENPP1"
"16460"	"chr12"	131827892	131828893	"+"	"MMP17"
"16461"	"chr12"	131894150	131895151	"+"	"ULK1"
"16462"	"chr10"	131900143	131901144	"+"	"PPP2R2D"
"16463"	"chr8"	131903587	131904588	"+"	"EFR3A"
"16464"	"chr12"	131928699	131929700	"+"	"PUS1"
"16465"	"chr5"	131945197	131946198	"-"	"MEIKIN"
"16466"	"chr12"	131949419	131950420	"+"	"EP400"
"16467"	"chr6"	131950872	131951873	"-"	"CTGF"
"16468"	"chr10"	131981512	131982513	"-"	"BNIP3"
"16469"	"chr5"	131993777	131994778	"-"	"CTB-127M13.1"
"16470"	"chr5"	132011742	132012743	"-"	"ACSL6"
"16471"	"chrX"	132022764	132023765	"+"	"STK26"
"16472"	"chr8"	132058879	132059880	"-"	"OC90"
"16473"	"chr5"	132060028	132061029	"+"	"IL3"
"16474"	"chr5"	132073289	132074290	"+"	"CSF2"
"16475"	"chr9"	132079407	132080408	"-"	"MED27"
"16476"	"chr12"	132083782	132084783	"+"	"EP400NL"
"16477"	"chr8"	132085154	132086155	"-"	"RP11-240B13.2"
"16478"	"chr10"	132104170	132105171	"+"	"JAKMIP3"
"16479"	"chr8"	132110658	132111659	"-"	"HHLA1"
"16480"	"chrX"	132127519	132128520	"-"	"FRMD7"
"16481"	"chr12"	132143834	132144835	"-"	"DDX51"
"16482"	"chr12"	132143947	132144948	"+"	"NOC4L"
"16483"	"chr9"	132161175	132162176	"+"	"NTNG2"
"16484"	"chr10"	132186399	132187400	"+"	"DPYSL4"
"16485"	"chrX"	132218979	132219980	"-"	"RAP2C"
"16486"	"chr5"	132257170	132258171	"+"	"PDLIM4"
"16487"	"chr2"	132257468	132258469	"-"	"ANKRD30BL"
"16488"	"chr3"	132284909	132285910	"-"	"CPNE4"
"16489"	"chr5"	132293942	132294943	"+"	"SLC22A4"
"16490"	"chr5"	132294814	132295815	"-"	"P4HA2"
"16491"	"chr3"	132316866	132317867	"+"	"ACPP"
"16492"	"chr12"	132328848	132329849	"-"	"GALNT9"
"16493"	"chr10"	132331346	132332347	"-"	"STK32C"
"16494"	"chr10"	132331653	132332654	"+"	"LRRC27"
"16495"	"chr9"	132354484	132355485	"-"	"SETX"
"16496"	"chr5"	132369251	132370252	"+"	"SLC22A5"
"16497"	"chr10"	132396667	132397668	"+"	"PWWP2B"
"16498"	"chr6"	132401044	132402045	"-"	"MOXD1"
"16499"	"chr9"	132406350	132407351	"-"	"TTF1"
"16500"	"chr9"	132409542	132410543	"+"	"CFAP77"
"16501"	"chr5"	132410135	132411136	"+"	"C5orf56"
"16502"	"chr5"	132410331	132411332	"+"	"AC116366.7"
"16503"	"chr2"	132416073	132417074	"+"	"GPR39"
"16504"	"chr3"	132417025	132418026	"+"	"DNAJC13"
"16505"	"chr8"	132480518	132481519	"-"	"KCNQ3"
"16506"	"chr12"	132489050	132490051	"+"	"FBRSL1"
"16507"	"chrX"	132489467	132490468	"-"	"MBNL3"
"16508"	"chr5"	132490297	132491298	"-"	"IRF1"
"16509"	"chr6"	132512697	132513698	"-"	"STX7"
"16510"	"chr10"	132537319	132538320	"+"	"INPP5A"
"16511"	"chr6"	132537789	132538790	"+"	"TAAR9"
"16512"	"chr6"	132552192	132553193	"+"	"TAAR8"
"16513"	"chr5"	132555518	132556519	"+"	"RAD50"
"16514"	"chr5"	132556337	132557338	"-"	"IL5"
"16515"	"chr6"	132569821	132570822	"+"	"TAAR6"
"16516"	"chr9"	132581684	132582685	"+"	"BARHL1"
"16517"	"chr6"	132589185	132590186	"-"	"TAAR5"
"16518"	"chr3"	132596736	132597737	"+"	"ACKR4"
"16519"	"chr12"	132610042	132611043	"-"	"LRCOL1"
"16520"	"chr12"	132618279	132619280	"+"	"P2RX2"
"16521"	"chr6"	132623774	132624775	"-"	"TAAR2"
"16522"	"chr6"	132645502	132646503	"-"	"TAAR1"
"16523"	"chr7"	132648187	132649188	"-"	"PLXNA4"
"16524"	"chr3"	132653945	132654946	"+"	"UBA5"
"16525"	"chr5"	132655762	132656763	"+"	"IL13"
"16526"	"chr3"	132660222	132661223	"-"	"ACAD11"
"16527"	"chr9"	132669534	132670535	"+"	"GTF3C4"
"16528"	"chr9"	132669900	132670901	"-"	"DDX31"
"16529"	"chr2"	132671078	132672079	"-"	"LYPD1"
"16530"	"chr5"	132673485	132674486	"+"	"IL4"
"16531"	"chr8"	132675116	132676117	"-"	"LRRC6"
"16532"	"chr12"	132686864	132687865	"-"	"POLE"
"16533"	"chr12"	132687105	132688106	"+"	"PXMP2"
"16534"	"chr12"	132687548	132688549	"+"	"RP13-672B3.2"
"16535"	"chr12"	132710318	132711319	"+"	"PGAM5"
"16536"	"chr6"	132713548	132714549	"-"	"VNN1"
"16537"	"chr3"	132721941	132722942	"-"	"NPHP3"
"16538"	"chr3"	132721958	132722959	"-"	"NPHP3-ACAD11"
"16539"	"chr6"	132734264	132735265	"-"	"VNN3"
"16540"	"chr5"	132737137	132738138	"-"	"KIF3A"
"16541"	"chr5"	132746944	132747945	"+"	"CCNI2"
"16542"	"chr8"	132760211	132761212	"-"	"TMEM71"
"16543"	"chr12"	132761387	132762388	"-"	"ANKLE2"
"16544"	"chr6"	132762958	132763959	"-"	"VNN2"
"16545"	"chr8"	132774857	132775858	"+"	"PHF20L1"
"16546"	"chr10"	132785551	132786552	"-"	"NKX6-2"
"16547"	"chr6"	132798052	132799053	"-"	"SLC18B1"
"16548"	"chr5"	132806740	132807741	"-"	"8-Sep"
"16549"	"chr5"	132813086	132814087	"+"	"SOWAHA"
"16550"	"chr6"	132813940	132814941	"+"	"RPS12"
"16551"	"chr12"	132828357	132829358	"-"	"GOLGA3"
"16552"	"chr5"	132830397	132831398	"-"	"SHROOM1"
"16553"	"chr5"	132866059	132867060	"+"	"UQCRQ"
"16554"	"chr5"	132866383	132867384	"-"	"GDF9"
"16555"	"chr8"	132866457	132867458	"+"	"TG"
"16556"	"chr5"	132871821	132872822	"+"	"LEAP2"
"16557"	"chr9"	132877526	132878527	"+"	"SPACA9"
"16558"	"chr9"	132878276	132879277	"-"	"AK8"
"16559"	"chr10"	132942322	132943323	"-"	"CFAP46"
"16560"	"chr9"	132943499	132944500	"+"	"GFI1B"
"16561"	"chr9"	132944132	132945133	"-"	"TSC1"
"16562"	"chr12"	132955803	132956804	"-"	"CHFR"
"16563"	"chr12"	132955805	132956806	"-"	"ZNF605"
"16564"	"chrX"	132960894	132961895	"-"	"HS6ST2"
"16565"	"chr5"	132963133	132964134	"-"	"AFF4"
"16566"	"chr12"	132985864	132986865	"+"	"ZNF26"
"16567"	"chr5"	133026103	133027104	"-"	"ZCCHC10"
"16568"	"chr9"	133030174	133031175	"+"	"GTF3C5"
"16569"	"chr12"	133036791	133037792	"+"	"ZNF84"
"16570"	"chr3"	133037890	133038891	"+"	"TMEM108"
"16571"	"chr5"	133051461	133052462	"+"	"HSPA4"
"16572"	"chr9"	133061477	133062478	"+"	"CEL"
"16573"	"chr10"	133070428	133071429	"+"	"ADGRA1"
"16574"	"chr12"	133079337	133080338	"+"	"ZNF140"
"16575"	"chr7"	133081587	133082588	"-"	"CHCHD3"
"16576"	"chrX"	133096608	133097609	"-"	"USP26"
"16577"	"chr8"	133102553	133103554	"-"	"SLA"
"16578"	"chr12"	133129972	133130973	"-"	"ZNF891"
"16579"	"chr12"	133130074	133131075	"+"	"ZNF10"
"16580"	"chr12"	133130483	133131484	"+"	"CTD-2140B24.4"
"16581"	"chr4"	133148814	133149815	"+"	"PCDH10"
"16582"	"chr9"	133148833	133149834	"-"	"RALGDS"
"16583"	"chr10"	133159946	133160947	"+"	"KNDC1"
"16584"	"chr9"	133163444	133164445	"-"	"GBGT1"
"16585"	"chr12"	133180908	133181909	"+"	"ZNF268"
"16586"	"chr8"	133190538	133191539	"+"	"WISP1"
"16587"	"chr9"	133208749	133209750	"-"	"OBP2B"
"16588"	"chrX"	133217847	133218848	"-"	"TFDP3"
"16589"	"chr10"	133229773	133230774	"+"	"UTF1"
"16590"	"chr12"	133235594	133236095	"-"	"ANHX"
"16591"	"chr10"	133236903	133237904	"+"	"VENTX"
"16592"	"chr6"	133240097	133241098	"+"	"EYA4"
"16593"	"chr7"	133252572	133253573	"+"	"EXOC4"
"16594"	"chr9"	133274713	133275714	"-"	"ABO"
"16595"	"chr10"	133276367	133277368	"-"	"ADAM8"
"16596"	"chr8"	133301521	133302522	"-"	"NDRG1"
"16597"	"chr10"	133307974	133308975	"+"	"ZNF511"
"16598"	"chr10"	133308909	133309910	"+"	"ZNF511-PRAP1"
"16599"	"chr10"	133311836	133312837	"-"	"TUBGCP2"
"16600"	"chr9"	133335897	133336898	"-"	"SURF6"
"16601"	"chr10"	133336434	133337435	"-"	"CALY"
"16602"	"chr10"	133346645	133347646	"+"	"PRAP1"
"16603"	"chr9"	133347630	133348631	"-"	"MED22"
"16604"	"chr9"	133347713	133348714	"+"	"RPL7A"
"16605"	"chr9"	133356051	133357052	"+"	"SURF2"
"16606"	"chr9"	133356175	133357176	"-"	"SURF1"
"16607"	"chr10"	133357534	133358535	"-"	"FUOM"
"16608"	"chr10"	133373188	133374189	"-"	"ECHS1"
"16609"	"chr9"	133375665	133376666	"-"	"SURF4"
"16610"	"chr9"	133375866	133376867	"+"	"STKLD1"
"16611"	"chr10"	133378733	133379734	"+"	"PAOX"
"16612"	"chr10"	133390333	133391334	"+"	"RP11-108K14.8"
"16613"	"chr10"	133393593	133394594	"+"	"MTG1"
"16614"	"chr3"	133399494	133400495	"+"	"BFSP2"
"16615"	"chr9"	133413857	133414858	"+"	"ADAMTS13"
"16616"	"chrX"	133414989	133415990	"-"	"GPC4"
"16617"	"chr9"	133417595	133418596	"-"	"REXO4"
"16618"	"chr10"	133424071	133425072	"-"	"SPRN"
"16619"	"chr10"	133453427	133454428	"+"	"SCART1"
"16620"	"chr9"	133459464	133460465	"+"	"CACFD1"
"16621"	"chr9"	133478636	133479637	"-"	"SLC2A6"
"16622"	"chr10"	133519905	133520906	"+"	"CYP2E1"
"16623"	"chr9"	133528111	133529112	"-"	"TMEM8C"
"16624"	"chr9"	133531663	133532664	"+"	"ADAMTSL2"
"16625"	"chr11"	133532018	133533019	"-"	"OPCML"
"16626"	"chr2"	133567962	133568963	"-"	"NCKAP5"
"16627"	"chr10"	133569334	133570335	"-"	"SYCE1"
"16628"	"chr8"	133571439	133572440	"-"	"ST3GAL1"
"16629"	"chr3"	133573229	133574230	"+"	"CDV3"
"16630"	"chr9"	133585696	133586697	"-"	"FAM163B"
"16631"	"chr5"	133612063	133613064	"-"	"FSTL4"
"16632"	"chr10"	133626294	133626795	"-"	"FRG2B"
"16633"	"chr9"	133635859	133636860	"+"	"DBH"
"16634"	"chr3"	133661392	133662393	"-"	"TOPBP1"
"16635"	"chr9"	133739454	133740455	"-"	"SARDH"
"16636"	"chr3"	133745455	133746456	"+"	"TF"
"16637"	"chr3"	133783532	133784533	"+"	"SRPRB"
"16638"	"chr11"	133845037	133846038	"-"	"SPATA19"
"16639"	"chr6"	133888637	133889638	"+"	"TCF21"
"16640"	"chr3"	133895335	133896336	"-"	"RAB6B"
"16641"	"chr3"	133929311	133930312	"-"	"C3orf36"
"16642"	"chr6"	133951669	133952670	"+"	"TBPL1"
"16643"	"chr11"	133956484	133957485	"-"	"IGSF9B"
"16644"	"chr5"	133968286	133969287	"-"	"C5orf15"
"16645"	"chrX"	133985394	133986395	"-"	"GPC3"
"16646"	"chr9"	133992103	133993104	"-"	"VAV2"
"16647"	"chr5"	134004632	134005633	"-"	"VDAC1"
"16648"	"chr9"	134024938	134025939	"+"	"LINC00094"
"16649"	"chr3"	134051683	134052684	"-"	"SLCO2A1"
"16650"	"chr6"	134052135	134053136	"-"	"SLC2A12"
"16651"	"chr9"	134068034	134069035	"-"	"BRD3"
"16652"	"chr11"	134068424	134069425	"+"	"JAM3"
"16653"	"chr5"	134114210	134115211	"+"	"TCF7"
"16654"	"chr2"	134119482	134120483	"+"	"MGAT5"
"16655"	"chr7"	134126798	134127799	"+"	"LRGUK"
"16656"	"chr9"	134134864	134135865	"+"	"WDR5"
"16657"	"chr5"	134176537	134177538	"-"	"SKP1"
"16658"	"chr4"	134201247	134202248	"-"	"PABPC4L"
"16659"	"chr11"	134224144	134225145	"+"	"VPS26B"
"16660"	"chr11"	134224953	134225954	"-"	"NCAPD3"
"16661"	"chr5"	134225570	134226571	"-"	"CTD-2410N18.5"
"16662"	"chr5"	134225641	134226642	"-"	"PPP2CA"
"16663"	"chrX"	134236546	134237547	"+"	"CCDC160"
"16664"	"chr3"	134250243	134251244	"-"	"RYK"
"16665"	"chr11"	134252869	134253870	"-"	"THYN1"
"16666"	"chr11"	134252994	134253995	"+"	"ACAD8"
"16667"	"chr11"	134273744	134274745	"+"	"GLB1L3"
"16668"	"chr7"	134316550	134317551	"-"	"SLC35B4"
"16669"	"chr9"	134316597	134317598	"+"	"RXRA"
"16670"	"chr6"	134317611	134318612	"-"	"SGK1"
"16671"	"chr11"	134331373	134332374	"+"	"GLB1L2"
"16672"	"chr5"	134370546	134371547	"-"	"CDKL3"
"16673"	"chr5"	134370678	134371679	"+"	"UBE2B"
"16674"	"chrX"	134372752	134373753	"+"	"PHF6"
"16675"	"chr3"	134374978	134375979	"-"	"AMOTL2"
"16676"	"chr5"	134411397	134412398	"-"	"CDKN2AIPNL"
"16677"	"chr11"	134411417	134411918	"-"	"B3GAT1"
"16678"	"chr7"	134458783	134459784	"-"	"AKR1B1"
"16679"	"chrX"	134459652	134460653	"+"	"HPRT1"
"16680"	"chr3"	134485242	134486243	"+"	"CEP63"
